order_id,time,eth_held,usdt_held,trade_price,trigger_price,commission_paid,commission_asset
0,2017-01-01,0.0,11.6,,,,
1241808530,2020-06-17 22:38:33.223000,0.049928635564238,0.0,232.095,232.08,0.00019991,ETH
1242016841,2020-06-17 23:56:37.507000,0.0,11.581836000000001,232.205,232.21,0.02318749,USDT
1261563981,2020-06-23 03:02:08.168000,0.04776359876155902,0.0,242.24,242.27,4.78114101717305e-05,ETH
1262149191,2020-06-23 07:02:07.351000,0.0,11.5224198799126,241.48,241.52,0.01153394902858,USDT
1262858188,2020-06-23 11:02:09.235000,0.047416779782636,0.0,242.76,242.74,4.74642440266627e-05,ETH
1265070816,2020-06-24 01:02:07.255000,0.0,11.5140710645036,243.07,243.05,0.011525597261725001,USDT
1265311098,2020-06-24 03:02:07.140000,0.047224851145211,0.0,243.57,243.59,4.72721232684798e-05,ETH
1269607484,2020-06-24 21:02:07.527000,0.0,11.0405081077174,234.02,234.02,0.011051557284918,USDT
1298799522,2020-07-02 12:49:17.029000,0.04836849361754901,0.0,228.03,228.03,4.84169105280771e-05,ETH
1300363467,2020-07-02 19:02:06.265000,0.0,10.913583458691196,225.86,225.89,0.010924509768403999,USDT
1301251881,2020-07-03 01:02:05.909000,0.048277645081071,0.0,225.835,225.83,4.832597105212271e-05,ETH
1301533723,2020-07-03 03:02:06.782000,0.0,10.9770040294329,227.6,227.62,0.010987991018788999,USDT
1313442657,2020-07-06 17:02:08.747000,0.045840761748196,0.0,239.22,238.99,4.58866483965925e-05,ETH
1329568022,2020-07-10 03:47:55.349000,0.0,11.0077462223299,240.395,240.44,0.01101876841466,USDT
1333722696,2020-07-11 11:02:07.188000,0.046011458059027996,0.0,239.0,239.16,4.605751557460229e-05,ETH
1,2020-08-04 22:00:40,0.46267812472568803,0.0,,,,
1582299025,23/08/20 12:00,0.0,178.905110760909,,387.05,,USDT
