order_id,time,eth_held,usdt_held,trade_price,trigger_price,commission_paid,commission_asset
0,2017-01-01,0.0,11.6,,,,
1264603975,2020-06-23 21:02:08.140000,0.04754995691600673,0.0,243.71,243.7,4.759755447047721e-05,ETH
1266621107,2020-06-24 09:02:09.198000,0.0,11.533109390097632,242.79,242.76,0.011544649539641351,USDT
1267011188,2020-06-24 11:02:08.573000,0.04751165476580427,0.0,242.5,242.49,4.755921397978405e-05,ETH
1270880872,2020-06-25 05:02:07.201000,0.0,10.920550047787756,230.08,230.04,0.01093148072848838,USDT
1271282829,2020-06-25 07:02:07.283000,0.04689893172444316,0.0,232.62,232.6,4.6945877602045206e-05,ETH
1271957299,2020-06-25 11:02:08.093000,0.0,10.948851544330415,233.69,233.73,0.010959810354707902,USDT
1298829714,2020-07-02 13:02:05.703000,0.04796484253984426,0.0,228.04,228.03,4.8012855395239504e-05,ETH
1301533723,2020-07-03 03:02:06.782000,0.0,10.90588136490166,227.6,227.62,0.010916797166895724,USDT
1301981440,2020-07-03 07:02:06.049000,0.04796590421562366,0.0,227.14,227.15,4.8013918133757426e-05,ETH
1302220146,2020-07-03 09:02:06.397000,0.0,10.890309841933544,227.27,227.27,0.010901209151247015,USDT
1316928765,2020-07-07 11:02:05.846000,0.04617554234579012,0.0,235.61,235.62,4.622176410990002e-05,ETH
1331904393,2020-07-10 19:02:18.176000,0.0,11.034144535384268,239.2,239.21,0.011045193728726886,USDT
1334744124,2020-07-11 19:02:07.551000,0.04617396385393073,0.0,238.73,238.71,4.6220184037968704e-05,ETH
1,2020-08-04 22:00:40,0.4628406305205908,0.0,,,,
1582299025,2020-08-23 12:00:00.000000,0.0,178.96794735439067,,387.05,0.18,USDT
