order_id,time,eth_held,usdt_held,trade_price,trigger_price,commission_paid,commission_asset
0,2017-01-01,0.0,11.6,,,,
1241808530,2020-06-17 22:38:33.223000,0.04992863556423767,0.0,232.095,232.08,0.00019991,ETH
1243330542,2020-06-18 08:15:25.519000,0.0,11.667627125155091,233.92,233.89,0.011679306031384245,USDT
1264141810,2020-06-23 17:53:03.323000,0.04785858960390037,0.0,243.55,243.54,4.790649610000038e-05,ETH
1265311115,2020-06-24 03:02:07.388000,0.0,11.644781645174096,243.56,243.59,0.011656438751875579,USDT
1266048693,2020-06-24 07:02:07.701000,0.046758860338152346,0.0,248.79,248.79,4.68056660041565e-05,ETH
1271282843,2020-06-25 07:02:07.567000,0.0,10.865701926835113,232.61,232.6,0.010876576422505273,USDT
1298799522,2020-07-02 12:49:17.029000,0.047602667302145664,0.0,228.03,228.03,4.765031761976543e-05,ETH
1301533723,2020-07-03 03:02:06.782000,0.0,10.823532711878043,227.6,227.62,0.01083436609030992,USDT
1316682610,2020-07-07 09:44:03.891000,0.04548697648044325,0.0,237.71,237.71,4.553250898943268e-05,ETH
1331317407,2020-07-10 15:02:36.289000,0.0,10.848701206775909,238.74,238.95,0.010859558165113829,USDT
1334744124,2020-07-11 19:02:07.551000,0.04539794958978399,0.0,238.73,238.71,4.544339298276676e-05,ETH
1,2020-08-04 22:00:40,0.4620646162564439,0.0,,,,
1582299025,2020-08-23 12:00:00.000000,0.0,178.6678836373919,,387.05,0.18,USDT
