order_id,time,eth_held,usdt_held,trade_price,trigger_price,commission_paid,commission_asset
0,2017-01-01,0.0,11.6,,,,
1241808530,2020-06-17 22:38:33.223000,0.04992863556423767,0.0,232.095,232.08,0.00019991,ETH
1243330542,2020-06-18 08:15:25.519000,0.0,11.667627125155091,233.92,233.89,0.011679306031384245,USDT
1261873371,2020-06-23 05:02:07.279000,0.04804005892935719,0.0,242.63,242.61,4.808814707643362e-05,ETH
1262469787,2020-06-23 09:02:16.014000,0.0,11.699974282021605,243.79,243.79,0.011711684366386027,USDT
1264141810,2020-06-23 17:53:03.323000,0.04799127204984432,0.0,243.55,243.54,4.803931136120553e-05,ETH
1265311115,2020-06-24 03:02:07.388000,0.0,11.677065465569818,243.56,243.59,0.011688754890261506,USDT
1265637324,2020-06-24 05:02:07.135000,0.04752266427711839,0.0,245.47,245.47,4.757023451163001e-05,ETH
1269842116,2020-06-24 23:02:07.663000,0.0,11.162830045430617,235.13,235.13,0.011174006048229448,USDT
1298799522,2020-07-02 12:49:17.029000,0.048904386332435136,0.0,228.03,228.03,4.895333967210725e-05,ETH
1300707385,2020-07-02 21:02:05.872000,0.0,11.007140082456939,225.3,225.33,0.011018158240697636,USDT
1301533716,2020-07-03 03:02:06.523000,0.04830704626971172,0.0,227.63,227.62,4.835540167138311e-05,ETH
1301741473,2020-07-03 05:02:05.970000,0.0,10.9344651330475,226.58,226.58,0.010945410743779051,USDT
1313967890,2020-07-06 19:02:29.955000,0.04560973139003947,0.0,239.5,239.39,4.565538677681628e-05,ETH
1330461819,2020-07-10 09:05:36.645000,0.0,10.845172239391728,238.02,238.02,0.010856026065470151,USDT
1333978023,2020-07-11 13:02:07.567000,0.045369878840671424,0.0,238.8,238.67,4.541529413480623e-05,ETH
1,2020-08-04 22:00:40,0.4620365455073314,0.0,,,,
1582299025,2020-08-23 12:00:00.000000,0.0,178.65702943830453,,387.05,0.18,USDT
