order_id,time,eth_held,usdt_held,trade_price,trigger_price,commission_paid,commission_asset
0,2017-01-01,0.05,0.0,,,,
1241816072,2020-06-17 22:42:34.348000,0.0,11.606881499999998,232.37,232.08,0.046474,USDT
1264603975,2020-06-23 21:02:08.140000,0.04757816510812031,0.0,243.71,243.7,4.7625790899019316e-05,ETH
1268813411,2020-06-24 17:02:09.480000,0.0,11.050861464250335,232.5,232.51,0.011061923387637972,USDT
1269270823,2020-06-24 19:02:45.483000,0.04717666169303057,0.0,234.01,234.06,4.722388557860918e-05,ETH
1272697806,2020-06-25 15:02:06.664000,0.0,10.991538498608568,233.22,233.21,0.011002541440020287,USDT
1302220115,2020-07-03 09:02:06.124000,0.04831289797532149,0.0,227.275,227.27,4.836125923455604e-05,ETH
1303996456,2020-07-03 23:02:06.664000,0.0,10.929515290265007,226.45,226.45,0.010940456246541544,USDT
1316682610,2020-07-07 09:44:03.891000,0.04593237884386329,0.0,237.71,237.71,4.597835720106435e-05,ETH
1332241699,2020-07-10 23:02:07.154000,0.0,10.965025250081188,238.96,238.97,0.010975998448384552,USDT
1337957719,2020-07-12 19:02:16.550000,0.04597909765291768,0.0,238.24,238.34,4.602512277569338e-05,ETH
1,2020-08-04 22:00:40,0.4626457643195777,0.0,,,,
1582299025,2020-08-23 12:00:00.000000,0.0,178.89259786753846,,387.05,0.18,USDT
1582516062,2020-08-23 13:30:00.961000,0.463493234228743,0.0,385.56,385.53,0.00046395719142016306,ETH
1582929353,2020-08-23 15:02:19.253000,0.0,180.02596330066714,388.8,388.51,0.18020616746812126,USDT
