order_id,time,eth_held,usdt_held,trade_price,trigger_price,commission_paid,commission_asset
0,2017-01-01,0.0,11.6,,,,
1261563981,2020-06-23 03:02:08.168000,0.047838507265522,0.0,242.24,242.27,4.7886393659181e-05,ETH
1264141819,2020-06-23 17:53:03.652000,0.0,11.6384615578983,243.53,243.54,0.011650116474223,USDT
1264325193,2020-06-23 19:02:07.789000,0.047682181333417,0.0,243.84,243.84,4.77299112446617e-05,ETH
1269842116,2020-06-24 23:02:07.663000,0.0,11.200299783626,235.13,235.13,0.011211513300379,USDT
1298799522,2020-07-02 12:49:17.029000,0.049068541349131,0.0,228.03,228.03,4.91176590081391e-05,ETH
1300957184,2020-07-02 23:02:06.041000,0.0,11.1573222039234,227.61,227.64,0.011168492552283001,USDT
1313967890,2020-07-06 19:02:29.955000,0.046539310570854,0.0,239.5,239.39,4.65858964673212e-05,ETH
1329568022,2020-07-10 03:47:55.349000,0.0,11.17548881365,240.395,240.44,0.011186678968708999,USDT
1330461806,2020-07-10 09:05:36.300000,0.046897056728707996,0.0,238.06,238.02,4.69440007294378e-05,ETH
1330756006,2020-07-10 11:02:23.522000,0.0,11.2112432079999,239.3,239.34,0.011222467180058999,USDT
1334207714,2020-07-11 15:02:07.662000,0.046854216720179996,0.0,239.04,239.06,4.69011178380182e-05,ETH
1,2020-08-04 22:00:40,0.46352088338684,0.0,,,,
1582299025,2020-08-23,0.0,179.230982730126,,387.05,,USDT
