order_id,time,eth_held,usdt_held,trade_price,trigger_price,commission_paid,commission_asset
0,2017-01-01,0.0,11.6,,,,
1264141810,2020-06-23 17:53:03.323000,0.04758119482652432,0.0,243.55,243.54,4.76288236501745e-05,ETH
1264814130,2020-06-23 23:02:08.451000,0.0,11.588695007408026,243.8,243.86,0.011600291298606182,USDT
1265311098,2020-06-24 03:02:07.140000,0.04753092052551882,0.0,243.57,243.59,4.757849902454336e-05,ETH
1270345710,2020-06-25 03:02:07.103000,0.0,11.129631686214315,234.39,234.39,0.011140775762040268,USDT
1298799522,2020-07-02 12:49:17.029000,0.04875894423772355,0.0,228.03,228.03,4.880775198971327e-05,ETH
1300957184,2020-07-02 23:02:06.041000,0.0,11.08692527280621,227.61,227.64,0.011098025142046115,USDT
1316682610,2020-07-07 09:44:03.891000,0.04659391000603005,0.0,237.71,237.71,4.664055055658664e-05,ETH
1330756006,2020-07-10 11:02:23.522000,0.0,11.138772740283397,239.3,239.34,0.011149924159594662,USDT
1334207714,2020-07-11 15:02:07.662000,0.04655134691910606,0.0,239.04,239.06,4.659794486397003e-05,ETH
1,2020-08-04 22:00:40,0.4632180135857661,0.0,,,,
1582299025,2020-08-23 12:00:00.000000,0.0,179.11387117370785,,387.05,0.18,USDT
