order_id,time,eth_held,usdt_held,trade_price,trigger_price,commission_paid,commission_asset
0,2017-01-01,0.0,11.6,,,,
1241808530,2020-06-17 22:38:33.223000,0.04992863556423767,0.0,232.095,232.08,0.00019991,ETH
1242016841,2020-06-17 23:56:37.507000,0.0,11.581836000000001,232.205,232.21,0.02318749,USDT
1264325193,2020-06-23 19:02:07.789000,0.047450189320866136,0.0,243.84,243.84,4.749768700787402e-05,ETH
1265311115,2020-06-24 03:02:07.388000,0.0,11.545411142216912,243.56,243.59,0.011556968773239829,USDT
1265637324,2020-06-24 05:02:07.135000,0.046986864916587344,0.0,245.47,245.47,4.703389881540274e-05,ETH
1266048706,2020-06-24 07:02:08.368000,0.0,11.677702863894506,248.78,248.79,0.01168939005409538,USDT
1266621074,2020-06-24 09:02:08.933000,0.04804590074968335,0.0,242.81,242.76,4.8093994744427775e-05,ETH
1271565864,2020-06-25 09:02:07.382000,0.0,11.172460671686418,232.77,232.75,0.011183645817375824,USDT
1298799522,2020-07-02 12:49:17.029000,0.048946578130135206,0.0,228.03,228.03,4.899557370383904e-05,ETH
1301533723,2020-07-03 03:02:06.782000,0.0,11.129100942251897,227.6,227.62,0.011140240166876928,USDT
1316682610,2020-07-07 09:44:03.891000,0.04677115746628095,0.0,237.71,237.71,4.681797544172267e-05,ETH
1331647275,2020-07-10 17:02:20.964000,0.0,11.226468296318851,240.27,240.29,0.011237708104475296,USDT
1334744124,2020-07-11 19:02:07.551000,0.046978770276138455,0.0,238.73,238.71,4.7025796072210665e-05,ETH
1,2020-08-04 22:00:40,0.4636454369427985,0.0,,,,
1582299025,2020-08-23 12:00:00.000000,0.0,179.2791442197958,,387.05,0.18,USDT
